Time (s),Channel 1 (V),Channel 2 (V)
-0.000598945630525221,-0.9233688664691398,-0.03235085369089932
-0.0005988156305252209,-0.922345365389009,-0.03371972101010225
-0.0005986856305252211,-0.9213218643088794,-0.03371972101010225
-0.000598555630525221,-0.919616029175329,-0.03406193783990284
-0.0005984256305252211,-0.9199571962020389,-0.03371972101010225
-0.000598295630525221,-0.9182513610684869,-0.03337750418030183
-0.0005981656305252211,-0.9158631918815181,-0.03440415466970357
-0.000598035630525221,-0.9158631918815159,-0.03543080515910686
-0.0005979056305252209,-0.9134750226945447,-0.0357730219889076
-0.0005977756305252211,-0.9121103545877053,-0.0357730219889076
-0.000597645630525221,-0.9117691875609939,-0.03543080515910764
-0.0005975156305252211,-0.9104045194541546,-0.03645745564850937
-0.000597385630525221,-0.9086986843206031,-0.03679967247831058
-0.0005972556305252211,-0.9080163502671834,-0.03714188930811115
-0.000597125630525221,-0.9066516821603418,-0.03782632296771278
-0.0005969956305252211,-0.9042635129733728,-0.0374841061379122
-0.000596865630525221,-0.9028988448665307,-0.03782632296771325
-0.0005967356305252209,-0.9018753437863991,-0.03851075662731503
-0.0005966056305252211,-0.9001695086528499,-0.0388529734571156
-0.000596475630525221,-0.8994871745994274,-0.03885297345711623
-0.0005963456305252211,-0.8970990054124586,-0.03953740711671738
-0.000596215630525221,-0.8953931702789076,-0.03987962394651843
-0.0005960856305252211,-0.8950520032521977,-0.04022184077631901
-0.000595955630525221,-0.8933461681186458,-0.04090627443592079
-0.0005958256305252209,-0.8909579989316758,-0.04056405760612099
-0.000595695630525221,-0.8909579989316752,-0.04124849126572183
-0.000595565630525221,-0.8895933308248339,-0.04124849126572214
-0.0005954356305252211,-0.8882286627179945,-0.04159070809552273
-0.000595305630525221,-0.8878874956912821,-0.0422751417551245
-0.0005951756305252211,-0.8854993265043133,-0.0422751417551245
-0.000595045630525221,-0.8848169924508922,-0.04261735858492555
-0.0005949156305252211,-0.883111157317343,-0.04295957541472613
-0.000594785630525221,-0.8824288232639208,-0.04295957541472643
-0.0005946556305252209,-0.88004065407695,-0.04330179224452717
-0.0005945256305252211,-0.8790171529968204,-0.04330179224452717
-0.000594395630525221,-0.8762878167831392,-0.04398622590412895
-0.0005942656305252211,-0.8762878167831392,-0.04398622590412895
-0.000594135630525221,-0.8742408146228774,-0.04501287639353194
-0.0005940056305252211,-0.8732173135427478,-0.04535509322333251
-0.000593875630525221,-0.8721938124626161,-0.04467065956373104
-0.0005937456305252209,-0.8694644762489356,-0.04535509322333345
-0.000593615630525221,-0.869123309222225,-0.04603952688293398
-0.0005934856305252209,-0.8670763070619638,-0.04535509322333314
-0.0005933556305252211,-0.8657116389551244,-0.04603952688293429
-0.000593225630525221,-0.8646881378749921,-0.0463817437127358
-0.0005930956305252211,-0.862641135714733,-0.04706617737233696
-0.000592965630525221,-0.8612764676078913,-0.04706617737233696
-0.0005928356305252211,-0.8588882984209224,-0.04706617737233696
-0.000592705630525221,-0.8575236303140799,-0.047408394202138
-0.0005925756305252209,-0.8554766281538189,-0.04775061103193921
-0.000592445630525221,-0.8547942941003984,-0.04809282786173978
-0.000592315630525221,-0.8524061249134268,-0.04843504469154052
-0.0005921856305252211,-0.8507002897798777,-0.04843504469154052
-0.000592055630525221,-0.8496767886997456,-0.04877726152134203
-0.0005919256305252211,-0.8479709535661965,-0.04946169518094319
-0.000591795630525221,-0.845923951405935,-0.04877726152134219
-0.0005916656305252211,-0.8449004503258055,-0.05048834567034508
-0.000591535630525221,-0.8442181162723833,-0.05014612884054528
-0.0005914056305252209,-0.8411476130319925,-0.05083056250014613
-0.0005912756305252211,-0.8401241119518629,-0.05014612884054497
-0.000591145630525221,-0.8387594438450214,-0.05083056250014707
-0.0005910156305252211,-0.8377359427648918,-0.05117277932994764
-0.000590885630525221,-0.8367124416847591,-0.0515149961597479
-0.0005907556305252211,-0.8343242724977914,-0.05083056250014707
-0.000590625630525221,-0.8322772703375287,-0.05083056250014691
-0.0005904956305252209,-0.8309126022306869,-0.05117277932994858
-0.000590365630525221,-0.8295479341238478,-0.05185721298954942
-0.0005902356305252209,-0.8285244330437146,-0.05185721298954973
-0.0005901056305252211,-0.8251127627766162,-0.05219942981935031
-0.000589975630525221,-0.8234069276430634,-0.05219942981935062
-0.0005898456305252211,-0.8213599254828045,-0.0525416466491512
-0.000589715630525221,-0.8196540903492533,-0.0525416466491512
-0.0005895856305252211,-0.8186305892691237,-0.0525416466491512
-0.000589455630525221,-0.8165835871088619,-0.05288386347895224
-0.0005893256305252209,-0.8155600860287281,-0.05322608030875298
-0.0005891956305252211,-0.8128307498150507,-0.05322608030875298
-0.000589065630525221,-0.8114660817082084,-0.05322608030875298
-0.0005889356305252211,-0.8097602465746593,-0.05322608030875298
-0.000588805630525221,-0.8080544114411062,-0.05391051396835445
-0.0005886756305252211,-0.8056662422541374,-0.05356829713855387
-0.000588545630525221,-0.8039604071205858,-0.05391051396835491
-0.0005884156305252211,-0.8022545719870366,-0.0542527307981555
-0.000588285630525221,-0.8002075698267743,-0.05425273079815565
-0.0005881556305252209,-0.7988429017199321,-0.05425273079815596
-0.0005880256305252211,-0.7964547325329633,-0.05459494762795654
-0.000587895630525221,-0.7947488973994109,-0.0552793812875577
-0.0005877656305252211,-0.7930430622658617,-0.05459494762795654
-0.000587635630525221,-0.7909960601055993,-0.05425273079815534
-0.0005875056305252211,-0.7879255568652108,-0.05356829713855418
-0.000587375630525221,-0.7869020557850782,-0.05493716445775774
-0.0005872456305252209,-0.7851962206515254,-0.05562159811735967
-0.000587115630525221,-0.7831492184912665,-0.0559638149471601
-0.0005869856305252209,-0.7814433833577152,-0.0559638149471601
-0.0005868556305252211,-0.7800787152508759,-0.0559638149471601
-0.000586725630525221,-0.7776905460639036,-0.05562159811736014
-0.0005865956305252211,-0.7763258779570642,-0.05664824860676188
-0.000586465630525221,-0.7739377087700924,-0.05630603177696099
-0.0005863356305252211,-0.7722318736365431,-0.05630603177696099
-0.000586205630525221,-0.7708672055297003,-0.05630603177696068
-0.0005860756305252209,-0.7677967022893089,-0.05562159811735952
-0.0005859456305252211,-0.7660908671557596,-0.0559638149471601
-0.000585815630525221,-0.7654085331023377,-0.05630603177696099
-0.0005856856305252211,-0.7637026979687885,-0.05630603177696099
-0.000585555630525221,-0.761655695808526,-0.05630603177696192
-0.0005854256305252211,-0.7599498606749768,-0.05733268226636366
-0.000585295630525221,-0.7572205244612952,-0.05630603177696161
-0.0005851656305252211,-0.7561970233811656,-0.05767489909616393
-0.000585035630525221,-0.7541500212209035,-0.05767489909616424
-0.0005849056305252209,-0.7524441860873519,-0.05699046543656277
-0.0005847756305252211,-0.7507383509538027,-0.05699046543656277
-0.000584645630525221,-0.7480090147401196,-0.05733268226636397
-0.0005845156305252211,-0.7459620125798605,-0.05767489909616455
-0.000584385630525221,-0.7439150104195984,-0.05801711592596559
-0.0005842556305252211,-0.7411856742059196,-0.05835933275576617
-0.000584125630525221,-0.7398210060990769,-0.05801711592596544
-0.0005839956305252209,-0.7377740039388141,-0.05801711592596637
-0.000583865630525221,-0.7357270017785548,-0.05870154958556722
-0.000583735630525221,-0.7329976655648734,-0.05870154958556691
-0.0005836056305252211,-0.7316329974580341,-0.05835933275576632
-0.000583475630525221,-0.7292448282710606,-0.05938598324516869
-0.0005833456305252211,-0.7265154920573818,-0.05904376641536811
-0.000583215630525221,-0.7248096569238301,-0.05835933275576679
-0.0005830856305252211,-0.722762654763571,-0.05938598324516853
-0.000582955630525221,-0.7203744855765981,-0.05870154958556737
-0.0005828256305252209,-0.7183274834163372,-0.05904376641536779
-0.0005826956305252211,-0.7173039823362076,-0.05870154958556722
-0.000582565630525221,-0.7145746461225242,-0.05870154958556691
-0.0005824356305252211,-0.7121864769355554,-0.05835933275576632
-0.000582305630525221,-0.7115041428821323,-0.05835933275576632
-0.0005821756305252211,-0.7084336396417437,-0.05835933275576632
-0.000582045630525221,-0.7057043034280617,-0.05870154958556707
-0.0005819156305252209,-0.7039984682945084,-0.05835933275576632
-0.000581785630525221,-0.7016102991075399,-0.05835933275576632
-0.0005816556305252209,-0.7002456310006971,-0.05835933275576664
-0.0005815256305252211,-0.6971751277603085,-0.05870154958556722
-0.000581395630525221,-0.6954692926267563,-0.05835933275576601
-0.0005812656305252211,-0.693763457493207,-0.05801711592596544
-0.000581135630525221,-0.690692954252815,-0.05835933275576632
-0.0005810056305252211,-0.6893282861459757,-0.05835933275576632
-0.000580875630525221,-0.6869401169590031,-0.05767489909616502
-0.0005807456305252209,-0.6848931147987403,-0.05870154958556675
-0.000580615630525221,-0.6828461126384813,-0.05835933275576648
-0.000580485630525221,-0.6807991104782184,-0.05870154958556691
-0.0005803556305252211,-0.6777286072378298,-0.05835933275576632
-0.000580225630525221,-0.6770462731844068,-0.05835933275576601
-0.0005800956305252211,-0.6739757699440182,-0.05801711592596544
-0.000579965630525221,-0.671246433730336,-0.05801711592596559
-0.0005798356305252211,-0.6691994315700769,-0.05835933275576617
-0.000579705630525221,-0.6668112623831041,-0.05835933275576617
-0.0005795756305252209,-0.6647642602228433,-0.05801711592596544
-0.0005794456305252211,-0.6640819261694237,-0.05801711592596544
-0.000579315630525221,-0.6613525899557402,-0.05767489909616455
-0.0005791856305252211,-0.6589644207687714,-0.05767489909616455
-0.000579055630525221,-0.6569174186085077,-0.05801711592596481
-0.0005789256305252211,-0.6538469153681206,-0.05733268226636397
-0.000578795630525221,-0.6514587461811473,-0.05733268226636366
-0.0005786656305252209,-0.649752911047594,-0.05733268226636412
-0.000578535630525221,-0.647364741860625,-0.0576748990961644
-0.0005784056305252209,-0.6446354056469431,-0.05733268226636334
-0.0005782756305252211,-0.642588403486684,-0.05699046543656277
-0.000578145630525221,-0.6388355661928704,-0.05733268226636366
-0.0005780156305252211,-0.6367885640326114,-0.05733268226636366
-0.000577885630525221,-0.6354238959257698,-0.05733268226636366
-0.0005777556305252211,-0.6330357267388008,-0.05733268226636366
-0.000577625630525221,-0.6313298916052478,-0.05699046543656277
-0.0005774956305252209,-0.6286005553915646,-0.0569904654365623
-0.0005773656305252211,-0.6262123862045966,-0.05664824860676188
-0.000577235630525221,-0.623824217017624,-0.05664824860676219
-0.0005771056305252211,-0.6221183818840749,-0.05699046543656277
-0.000576975630525221,-0.6200713797238127,-0.05733268226636272
-0.0005768456305252211,-0.6187067116169733,-0.05630603177696099
-0.000576715630525221,-0.6152950413498709,-0.05630603177696084
-0.0005765856305252211,-0.6132480391896117,-0.05596381494716025
-0.000576455630525221,-0.6101775359492183,-0.05664824860676172
-0.0005763256305252209,-0.6077893667622468,-0.0563060317769613
-0.0005761956305252211,-0.6060835316286977,-0.05664824860676188
-0.000576065630525221,-0.6036953624417246,-0.05596381494715948
-0.0005759356305252211,-0.6016483602814656,-0.05527938128755832
-0.000575805630525221,-0.5982366900143633,-0.05527938128755847
-0.0005756756305252211,-0.5965308548808141,-0.05562159811735905
-0.000575545630525221,-0.5941426856938408,-0.05664824860676156
-0.0005754156305252209,-0.5910721824534485,-0.0559638149471587
-0.000575285630525221,-0.5893663473198987,-0.05493716445775727
-0.0005751556305252209,-0.586295844079506,-0.05459494762795748
-0.0005750256305252211,-0.5832253408391174,-0.05562159811735921
-0.000574895630525221,-0.5808371716521443,-0.05527938128755801
-0.0005747656305252211,-0.5787901694918853,-0.05493716445775743
-0.000574635630525221,-0.5757196662514927,-0.0542527307981558
-0.0005745056305252211,-0.572990330037814,-0.05459494762795639
-0.000574375630525221,-0.5709433278775506,-0.05425273079815565
-0.0005742456305252209,-0.5685551586905783,-0.05425273079815565
-0.0005741156305252211,-0.5658258224768995,-0.05425273079815565
-0.000573985630525221,-0.5630964862632171,-0.05322608030875266
-0.0005738556305252211,-0.5617318181563776,-0.05288386347895209
-0.000573725630525221,-0.5600259830228241,-0.05356829713855387
-0.0005735956305252211,-0.5569554797824355,-0.05356829713855387
-0.000573465630525221,-0.5538849765420434,-0.05356829713855356
-0.0005733356305252211,-0.5521791414084941,-0.0528838634789524
-0.000573205630525221,-0.549449805194811,-0.05356829713855372
-0.0005730756305252209,-0.5470616360078383,-0.05322608030875298
-0.0005729456305252211,-0.5439911327674497,-0.05322608030875298
-0.000572815630525221,-0.5409206295270571,-0.05254164664915214
-0.0005726856305252211,-0.5395559614202177,-0.05356829713855387
-0.000572555630525221,-0.5368266252065352,-0.05151499615974899
-0.0005724256305252211,-0.5340972889928565,-0.05254164664915074
-0.000572295630525221,-0.5323914538593028,-0.05151499615974884
-0.0005721656305252209,-0.5286386165654886,-0.05219942981934984
-0.000572035630525221,-0.5255681133251007,-0.05185721298954942
-0.0005719056305252209,-0.524203445218258,-0.05185721298954911
-0.0005717756305252211,-0.5211329419778694,-0.05151499615974853
-0.000571645630525221,-0.5180624387374761,-0.05151499615974822
-0.0005715156305252211,-0.516015436577217,-0.05117277932994764
-0.000571385630525221,-0.5132861003635346,-0.05117277932994733
-0.0005712556305252211,-0.5105567641498558,-0.05048834567034617
-0.000571125630525221,-0.5085097619895922,-0.05048834567034601
-0.0005709956305252209,-0.5050980917224915,-0.05083056250014644
-0.0005708656305252211,-0.5044157576690719,-0.05048834567034586
-0.000570735630525221,-0.4996394192951276,-0.05014612884054404
-0.0005706056305252211,-0.4972512501081587,-0.0491194783511423
-0.000570475630525221,-0.4952042479478959,-0.05014612884054373
-0.0005703456305252211,-0.4931572457876378,-0.04877726152134203
-0.000570215630525221,-0.4907690766006645,-0.04877726152134141
-0.0005700856305252209,-0.4880397403869822,-0.04877726152134047
-0.000569955630525221,-0.4863339052534321,-0.04809282786173994
-0.0005698256305252209,-0.4825810679596196,-0.0487772615213411
-0.0005696956305252211,-0.4798517317459409,-0.04843504469154052
-0.000569565630525221,-0.4767812285055473,-0.04740839420213785
-0.0005694356305252211,-0.4743930593185784,-0.04740839420213785
-0.000569305630525221,-0.4730283912117367,-0.04706617737233696
-0.0005691756305252211,-0.4706402220247679,-0.04706617737233696
-0.000569045630525221,-0.4672285517576638,-0.04672396054253607
-0.0005689156305252209,-0.464158048517271,-0.04672396054253607
-0.000568785630525221,-0.4621110463570112,-0.04672396054253576
-0.000568655630525221,-0.458358209063199,-0.04603952688293429
-0.0005685256305252211,-0.4559700398762301,-0.04603952688293429
-0.000568395630525221,-0.4532407036625468,-0.04603952688293336
-0.0005682656305252211,-0.4508525344755778,-0.04501287639353162
-0.000568135630525221,-0.4477820312351849,-0.04501287639353178
-0.0005680056305252211,-0.4443703609680865,-0.04535509322333236
-0.000567875630525221,-0.4416410247544028,-0.0439862259041291
-0.0005677456305252209,-0.4395940225941394,-0.04432844273392984
-0.0005676156305252211,-0.4358411853003311,-0.04432844273392984
-0.000567485630525221,-0.4344765171934883,-0.04398622590412832
-0.0005673556305252211,-0.4320883480065194,-0.04330179224452717
-0.000567225630525221,-0.4276531766592849,-0.04398622590412739
-0.0005670956305252211,-0.4249238404456074,-0.04227514175512528
-0.000566965630525221,-0.4225356712586337,-0.0422751417551245
-0.0005668356305252209,-0.419465168018241,-0.04227514175512403
-0.000566705630525221,-0.4174181658579816,-0.04193292492532377
-0.0005665756305252209,-0.4146888296442994,-0.04227514175512388
-0.0005664456305252211,-0.4123006604573316,-0.04159070809552304
-0.000566315630525221,-0.4102536582970684,-0.04193292492532315
-0.0005661856305252211,-0.4078654891100996,-0.04090627443592141
-0.000566055630525221,-0.404453818842997,-0.04124849126572183
-0.000565925630525221,-0.4020656496560259,-0.04090627443592094
-0.000565795630525221,-0.3989951464156345,-0.04056405760612005
-0.000565665630525221,-0.3959246431752431,-0.03987962394651828
-0.000565535630525221,-0.3938776410149822,-0.03987962394651828
-0.000565405630525221,-0.3911483048012996,-0.03987962394651828
-0.0005652756305252211,-0.388077801560911,-0.03987962394651828
-0.000565145630525221,-0.3860307994006471,-0.03987962394651796
-0.0005650156305252211,-0.3826191291335487,-0.03919519028691681
-0.000564885630525221,-0.3802309599465761,-0.0388529734571156
-0.000564755630525221,-0.3768192896794745,-0.03782632296771293
-0.000564625630525221,-0.3740899534657933,-0.03816853979751383
-0.000564495630525221,-0.3713606172521121,-0.03782632296771293
-0.0005643656305252211,-0.3682901140117221,-0.03679967247831073
-0.000564235630525221,-0.3655607777980383,-0.037141889308111
-0.0005641056305252211,-0.3628314415843595,-0.03679967247831042
-0.000563975630525221,-0.3604432723973864,-0.03611523881870848
-0.000563845630525221,-0.3587374372638364,-0.03611523881870848
-0.000563715630525221,-0.3546434329433146,-0.0357730219889076
-0.000563585630525221,-0.3519140967296333,-0.0354308051591067
-0.000563455630525221,-0.3488435934892419,-0.0357730219889076
-0.0005633256305252209,-0.3461142572755593,-0.03543080515910655
-0.0005631956305252211,-0.3430437540351707,-0.03508858832930597
-0.000563065630525221,-0.3403144178214865,-0.03508858832930504
-0.0005629356305252211,-0.3369027475543881,-0.03337750418030214
-0.000562805630525221,-0.3345145783674155,-0.03371972101010225
-0.000562675630525221,-0.3321264091804444,-0.03337750418030137
-0.000562545630525221,-0.329055905940053,-0.03337750418030137
-0.000562415630525221,-0.3270089037797921,-0.03303528735050047
-0.0005622856305252211,-0.3232560664859804,-0.03166642003129692
-0.000562155630525221,-0.3198443962188779,-0.03200863686109749
-0.0005620256305252211,-0.3177973940586189,-0.03132420320149634
-0.000561895630525221,-0.3157503918983555,-0.03200863686109718
-0.000561765630525221,-0.3123387216312555,-0.03063976954189425
-0.000561635630525221,-0.3099505524442844,-0.03029755271209335
-0.000561505630525221,-0.3058565481237626,-0.03029755271209335
-0.000561375630525221,-0.304491880016922,-0.02961311905249158
-0.000561245630525221,-0.3003978756964001,-0.02961311905249158
-0.0005611156305252211,-0.2980097065094302,-0.02927090222269084
-0.000560985630525221,-0.2959627043491664,-0.02927090222269053
-0.0005608556305252211,-0.2922098670553582,-0.02892868539288995
-0.000560725630525221,-0.2891393638149637,-0.02824425173328786
-0.000560595630525221,-0.2860688605745737,-0.02790203490348713
-0.000560465630525221,-0.2847041924677331,-0.02790203490348713
-0.000560335630525221,-0.2806101881472112,-0.02755981807368624
-0.000560205630525221,-0.2768573508533996,-0.02721760124388535
-0.0005600756305252209,-0.2744691816664274,-0.02687538441408446
-0.0005599456305252211,-0.2720810124794585,-0.02687538441408446
-0.000559815630525221,-0.2690105092390648,-0.02516430026508048
-0.0005596856305252211,-0.266281173025386,-0.02619095075448221
-0.000559555630525221,-0.2625283357315731,-0.0255065170948809
-0.000559425630525221,-0.2604813335713122,-0.02516430026508001
-0.000559295630525221,-0.2574108303309208,-0.02482208343527912
-0.000559165630525221,-0.2543403270905294,-0.02482208343527912
-0.0005590356305252211,-0.2526344919569795,-0.02413764977567765
-0.000558905630525221,-0.2495639887165857,-0.02447986660547791
-0.0005587756305252211,-0.2461523184494873,-0.02379543294587676
-0.000558645630525221,-0.2437641492625131,-0.0234532161160754
-0.000558515630525221,-0.2403524789954131,-0.02311099928627467
-0.000558385630525221,-0.2376231427817319,-0.02311099928627467
-0.000558255630525221,-0.2359173076481811,-0.02311099928627467
-0.000558125630525221,-0.2314821363009491,-0.022084348796872
-0.0005579956305252209,-0.2284116330605568,-0.02139991513727053
-0.0005578656305252211,-0.2263646309002978,-0.02208434879687169
-0.000557735630525221,-0.2229529606331942,-0.02174213196707049
-0.0005576056305252211,-0.2205647914462253,-0.02037326464786817
-0.000557475630525221,-0.2174942882058328,-0.02037326464786755
-0.000557345630525221,-0.2144237849654415,-0.02003104781806666
-0.000557215630525221,-0.2113532817250501,-0.01900439732866399
-0.000557085630525221,-0.208965112538079,-0.0186621804988631
-0.000556955630525221,-0.2058946092976876,-0.01831996366906221
-0.000556825630525221,-0.202141772003875,-0.0183199636690619
-0.0005566956305252211,-0.2000947698436159,-0.01763553000946074
-0.000556565630525221,-0.1966830995765124,-0.01729331317965938
-0.0005564356305252211,-0.1942949303895435,-0.01695109634985881
-0.000556305630525221,-0.1908832601224409,-0.01729331317965954
-0.000556175630525221,-0.1878127568820495,-0.01695109634985865
-0.000556045630525221,-0.1861069217484987,-0.01626666269025687
-0.000555915630525221,-0.1820129174279769,-0.01592444586045598
-0.0005557856305252211,-0.1789424141875869,-0.01558222903065525
-0.000555655630525221,-0.175871910947193,-0.01558222903065493
-0.0005555256305252211,-0.1734837417602241,-0.01524001220085436
-0.000555395630525221,-0.1704132385198304,-0.01421336171145137
-0.000555265630525221,-0.1676839023061504,-0.01387114488165064
-0.000555135630525221,-0.1649545660924692,-0.01318671122204886
-0.000555005630525221,-0.1615428958253677,-0.01318671122204886
-0.000554875630525221,-0.1591547266383966,-0.01250227756244708
-0.0005547456305252209,-0.1560842233980038,-0.01250227756244661
-0.0005546156305252211,-0.1530137201576152,-0.01147562707304488
-0.000554485630525221,-0.1506255509706412,-0.01079119341344279
-0.0005543556305252211,-0.1472138807035428,-0.01113341024324337
-0.000554225630525221,-0.1441433774631498,-0.01147562707304441
-0.000554095630525221,-0.1410728742227584,-0.01113341024324352
-0.000553965630525221,-0.1376612039556569,-0.01010675975384085
-0.000553835630525221,-0.135614201795396,-0.01010675975384085
-0.000553705630525221,-0.1325436985550046,-0.01010675975384085
-0.000553575630525221,-0.1291320282879015,-0.01010675975384085
-0.0005534456305252211,-0.1257203580208031,-0.01010675975384085
-0.000553315630525221,-0.1223086877536986,-0.008737892434637292
-0.0005531856305252211,-0.11923818451331,-0.008737892434637292
-0.000553055630525221,-0.1161676812729172,-0.009080109264438183
-0.000552925630525221,-0.1137795120859462,-0.008395675604836403
-0.000552795630525221,-0.1100266747921345,-0.008395675604836403
-0.000552665630525221,-0.1086620066852939,-0.007711241945234622
-0.0005525356305252211,-0.1045680023647739,-0.007369025115433889
-0.000552405630525221,-0.1011563320976693,-0.007026808285632376
-0.0005522756305252211,-0.0984269958839905,-0.006000157796230639
-0.000552145630525221,-0.09501532561688666,-0.006342374626030908
-0.000552015630525221,-0.09262715642991665,-0.006000157796230173
-0.000551885630525221,-0.08955665318952527,-0.005315724136628393
-0.000551755630525221,-0.08682731697584406,-0.004631290477026614
-0.000551625630525221,-0.08341564670874252,-0.004289073647225724
-0.0005514956305252209,-0.08102747752177004,-0.004631290477026459
-0.0005513656305252211,-0.07795697428138147,-0.004289073647225879
-0.000551235630525221,-0.07420413698756743,-0.003604639987623633
-0.0005511056305252211,-0.07215713482730839,-0.002920206328022475
